transaction_id,business_id,date,description,amount,category,type,z_score,is_anomaly
TXN02107,BIZ_003,2026-03-12,received payment for last project,8000,salary,income,1.507,0
TXN03866,BIZ_005,2026-03-12,settled freelancer dues,27600,salary,income,0.472,0
TXN07944,BIZ_009,2026-03-12,promotion,10100,marketing,expense,3.376,1
TXN09143,BIZ_010,2026-03-12,BSES electricity bill,935,utilities,expense,1.011,0
TXN07942,BIZ_009,2026-03-12,saman kharida,2570,shopping,expense,0.407,0
TXN07533,BIZ_008,2026-03-12,cleared outstanding vendor dues,12300,raw_material,expense,0.965,0
TXN11529,BIZ_012,2026-03-12,auto,140,transport,expense,0.663,0
TXN07532,BIZ_008,2026-03-12,Starbucks coffee,440,food,expense,0.332,0
TXN07935,BIZ_009,2026-03-12,BSNL landline,2460,utilities,expense,0.71,0
TXN09127,BIZ_010,2026-03-12,Flipkart laptop bag,1700,shopping,expense,0.008,0
TXN02385,BIZ_003,2026-03-12,charges,4000,misc,expense,6.508,1
TXN02384,BIZ_003,2026-03-12,Payment from ABC Corp,35400,salary,income,0.061,0
TXN02383,BIZ_003,2026-03-12,monthly salary credited to account,27800,salary,income,0.462,0
TXN02382,BIZ_003,2026-03-12,Notion team,480,subscriptions,expense,1.044,0
TXN02381,BIZ_003,2026-03-12,cloud storage renewal,3740,subscriptions,expense,1.792,0
TXN09126,BIZ_010,2026-03-12,Swiggy dinner order,315,food,expense,0.6,0
TXN01250,BIZ_002,2026-03-12,Freelancer payment,25300,salary,income,0.594,0
TXN11540,BIZ_012,2026-03-12,subscribed to streaming service,205,entertainment,expense,0.912,0
TXN07911,BIZ_009,2026-03-12,paid supplier for bulk order,24300,raw_material,expense,0.116,0
TXN07521,BIZ_008,2026-03-12,Cafe Coffee Day,260,food,expense,0.718,0
TXN01263,BIZ_002,2026-03-12,internet ka bill,1240,utilities,expense,0.667,0
TXN07562,BIZ_008,2026-03-12,inventory,24400,raw_material,expense,0.109,0
TXN00119,BIZ_001,2026-03-12,Invoice #1023 credited,58600,salary,income,1.164,0
TXN03868,BIZ_005,2026-03-12,Airtel postpaid,1730,utilities,expense,0.114,0
TXN11246,BIZ_012,2026-03-12,gas bill,235,utilities,expense,1.801,0
TXN09086,BIZ_010,2026-03-12,AWS monthly bill,99,subscriptions,expense,1.376,0
TXN11548,BIZ_012,2026-03-12,Dropbox business,530,subscriptions,expense,1.001,0
TXN09085,BIZ_010,2026-03-12,Notion team,99,subscriptions,expense,1.376,0
TXN03867,BIZ_005,2026-03-12,monthly medicines from pharmacy,1550,healthcare,expense,0.761,0
TXN08779,BIZ_009,2026-03-12,petrol bharwaya,215,transport,expense,0.362,0
TXN11505,BIZ_012,2026-03-12,Bank charges,215,misc,expense,0.519,0
TXN00095,BIZ_001,2026-03-12,material,27700,raw_material,expense,0.124,0
TXN00136,BIZ_001,2026-03-12,Raw material purchase,41100,raw_material,expense,1.072,0
TXN08726,BIZ_009,2026-03-12,InDrive cab,150,transport,expense,0.623,0
TXN01299,BIZ_002,2026-03-12,BSES electricity bill,1280,utilities,expense,0.622,0
TXN06952,BIZ_008,2026-03-12,went out with client for dinner,565,food,expense,0.063,0
TXN08716,BIZ_009,2026-03-12,wages,1480,salary,income,-3.489,1
TXN01298,BIZ_002,2026-03-12,Petrol refill at HP,320,transport,expense,0.06,0
TXN08122,BIZ_009,2026-03-12,Parking fee,320,transport,expense,0.06,0
TXN02322,BIZ_003,2026-03-12,Dominos pizza,555,food,expense,0.085,0
TXN07466,BIZ_008,2026-03-12,paid for the warehouse space this month,8130,rent,expense,1.29,0
TXN01703,BIZ_002,2026-03-12,bus,245,transport,expense,0.242,0
TXN08731,BIZ_009,2026-03-12,rentt payment,33700,rent,expense,2.017,0
TXN06942,BIZ_008,2026-03-12,McDonalds breakfast,185,food,expense,0.88,0
TXN01702,BIZ_002,2026-03-12,uber,170,transport,expense,0.543,0
TXN08727,BIZ_009,2026-03-12,Freelance project completed,81600,salary,income,2.378,0
TXN07460,BIZ_008,2026-03-12,Email marketing tool,1050,marketing,expense,0.645,0
TXN07461,BIZ_008,2026-03-12,Nykaa products,760,shopping,expense,0.423,0
TXN07446,BIZ_008,2026-03-12,monthly pantry restock,765,food,expense,0.366,0
TXN08102,BIZ_009,2026-03-12,kaam ka paisa mila,30200,salary,income,0.335,0
TXN03914,BIZ_005,2026-03-12,Stock purchase,35700,raw_material,expense,0.69,0
TXN08715,BIZ_009,2026-03-12,Fiverr earnings,33100,salary,income,0.182,0
TXN11476,BIZ_012,2026-03-12,Zoho CRM subscription,415,subscriptions,expense,1.101,0
TXN08701,BIZ_009,2026-03-12,auto se gaya,255,transport,expense,0.201,0
TXN08728,BIZ_009,2026-03-12,auto se gaya,1160,transport,expense,3.434,1
TXN11541,BIZ_012,2026-03-13,Toll plaza charge,190,transport,expense,0.463,0
TXN00710,BIZ_001,2026-03-13,dukaan ka kiraya,20900,rent,expense,0.362,0
TXN00711,BIZ_001,2026-03-13,ran ads campaign this month,1570,marketing,expense,0.414,0
TXN03556,BIZ_004,2026-03-13,rent,11700,rent,expense,0.828,0
TXN08628,BIZ_009,2026-03-13,maal kharida,7670,raw_material,expense,1.293,0
TXN11076,BIZ_012,2026-03-13,booked flights for client meeting,4540,travel,expense,0.04,0
TXN00638,BIZ_001,2026-03-13,salary diya staff ko,36600,salary,income,0.003,0
TXN03028,BIZ_004,2026-03-13,Pamphlet distribution,1860,marketing,expense,0.285,0
TXN10144,BIZ_011,2026-03-13,resturant lunch,655,food,expense,0.13,0
TXN05491,BIZ_006,2026-03-13,boadband bill,3090,utilities,expense,1.421,0
TXN04050,BIZ_005,2026-03-13,App project payment,50500,salary,income,0.737,0
TXN07586,BIZ_008,2026-03-13,restraunt dinner,340,food,expense,0.547,0
TXN05508,BIZ_006,2026-03-13,ordered new chairs for team,395,shopping,expense,0.59,0
TXN04051,BIZ_005,2026-03-13,ofice rent,7040,rent,expense,1.43,0
TXN02081,BIZ_003,2026-03-13,office ka kiraya,12700,rent,expense,0.699,0
TXN04052,BIZ_005,2026-03-13,Supplier payment,2000,raw_material,expense,1.694,0
TXN10228,BIZ_011,2026-03-13,boosted posts on social media,2450,marketing,expense,0.023,0
TXN01514,BIZ_002,2026-03-13,team outing cab booking,295,transport,expense,0.041,0
TXN01969,BIZ_003,2026-03-13,SEO work for website,5610,marketing,expense,1.381,0
TXN07685,BIZ_009,2026-03-13,misc,86,misc,expense,0.758,0
TXN03116,BIZ_004,2026-03-13,Generator diesel,1040,utilities,expense,0.893,0
TXN07686,BIZ_009,2026-03-13,Influencer collaboration,2830,marketing,expense,0.146,0
TXN00668,BIZ_001,2026-03-13,Printing cost,2480,misc,expense,3.686,1
TXN00106,BIZ_001,2026-03-13,Society maintenance,2390,utilities,expense,0.631,0
TXN10513,BIZ_011,2026-03-13,auto se gaya,385,transport,expense,0.321,0
TXN10512,BIZ_011,2026-03-13,monthly internet at office,2780,utilities,expense,1.071,0
TXN03133,BIZ_004,2026-03-13,charges,2920,misc,expense,4.503,1
TXN11050,BIZ_012,2026-03-13,went out with client for dinner,235,food,expense,0.772,0
TXN10181,BIZ_011,2026-03-13,health,2870,healthcare,expense,2.27,0
TXN11530,BIZ_012,2026-03-13,Business trip Chennai,3060,travel,expense,0.346,0
TXN03517,BIZ_004,2026-03-13,Flight ticket Delhi,525,transport,expense,0.883,0
TXN07735,BIZ_009,2026-03-13,Tata Power monthly bill,2390,utilities,expense,0.631,0
TXN08669,BIZ_009,2026-03-13,salary diya staff ko,47900,salary,income,0.599,0
TXN05444,BIZ_006,2026-03-13,Skill development course,785,education,expense,0.634,0
TXN10044,BIZ_011,2026-03-13,Miscellaneous expense,190,misc,expense,0.565,0
TXN11570,BIZ_012,2026-03-13,movie dekha,260,entertainment,expense,0.811,0
TXN03519,BIZ_004,2026-03-13,bought supplies for the office,1640,shopping,expense,0.02,0
TXN03520,BIZ_004,2026-03-13,Payment from ABC Corp,15700,salary,income,1.101,0
TXN10045,BIZ_011,2026-03-13,auto se gaya,225,transport,expense,0.322,0
TXN10470,BIZ_011,2026-03-13,chhote mote kharche,190,misc,expense,0.565,0
TXN11573,BIZ_012,2026-03-13,Visa fee,2810,travel,expense,0.397,0
TXN10216,BIZ_011,2026-03-13,restocked inventory for next month,20400,raw_material,expense,0.392,0
TXN10168,BIZ_011,2026-03-13,Supplier payment,27400,raw_material,expense,0.103,0
TXN10160,BIZ_011,2026-03-13,restocked inventory for next month,32200,raw_material,expense,0.443,0
TXN10986,BIZ_012,2026-03-13,maitenance,1250,misc,expense,1.403,0
TXN11574,BIZ_012,2026-03-13,team dinner and bowling after sprint,400,entertainment,expense,0.556,0
TXN07688,BIZ_009,2026-03-13,BSNL landline,1790,utilities,expense,0.046,0
TXN01487,BIZ_002,2026-03-13,printing karwaya,395,misc,expense,0.185,0
TXN07687,BIZ_009,2026-03-13,Metro card recharge,115,transport,expense,0.764,0
TXN08619,BIZ_009,2026-03-13,SEO service payment,1990,marketing,expense,0.227,0
TXN08717,BIZ_009,2026-03-13,Raw material purchase,38400,raw_material,expense,0.881,0
TXN03114,BIZ_004,2026-03-13,Freelance project completed,81100,salary,income,2.352,0
TXN03555,BIZ_004,2026-03-13,Laptop stand,690,shopping,expense,0.455,0
TXN05655,BIZ_007,2026-03-13,restocked inventory for next month,24200,raw_material,expense,0.123,0
TXN10433,BIZ_011,2026-03-13,Jio prepaid 299,2670,utilities,expense,0.947,0
TXN05622,BIZ_007,2026-03-13,water bill,3020,utilities,expense,1.342,0
TXN10076,BIZ_011,2026-03-13,Gym membership,1040,healthcare,expense,0.178,0
TXN03039,BIZ_004,2026-03-13,Content creation fee,6710,marketing,expense,1.87,0
TXN11019,BIZ_012,2026-03-13,Canva Pro,1300,subscriptions,expense,0.331,0
TXN11041,BIZ_012,2026-03-13,uber,460,transport,expense,0.622,0
TXN10339,BIZ_011,2026-03-13,Train ticket Mumbai,300,transport,expense,0.021,0
TXN03040,BIZ_004,2026-03-13,Flipkart laptop bag,1160,shopping,expense,0.24,0
TXN10338,BIZ_011,2026-03-13,medicine,560,healthcare,expense,0.371,0
TXN10337,BIZ_011,2026-03-13,makaan malik ko diya,19900,rent,expense,0.232,0
TXN10265,BIZ_011,2026-03-13,Apollo pharmacy,805,healthcare,expense,0.091,0
TXN02059,BIZ_003,2026-03-13,Skill development course,1030,education,expense,0.367,0
TXN00643,BIZ_001,2026-03-13,ola,135,transport,expense,0.683,0
TXN02060,BIZ_003,2026-03-13,Skill development course,1020,education,expense,0.378,0
TXN08543,BIZ_009,2026-03-13,Vendor payment,11200,raw_material,expense,1.043,0
TXN02989,BIZ_004,2026-03-13,amazon,375,shopping,expense,0.599,0
TXN10266,BIZ_011,2026-03-13,payroll,37200,salary,income,0.034,0
TXN02004,BIZ_003,2026-03-13,cloud storage renewal,2480,subscriptions,expense,0.696,0
TXN10268,BIZ_011,2026-03-13,Freelancer payment,54200,salary,income,0.932,0
TXN10269,BIZ_011,2026-03-13,Wholesale goods bought,27000,raw_material,expense,0.075,0
TXN10267,BIZ_011,2026-03-13,Stock purchase,59000,raw_material,expense,2.339,0
TXN11577,BIZ_012,2026-03-13,saas subscription,1940,subscriptions,expense,0.226,0
TXN08732,BIZ_009,2026-03-13,paid the team for this month,31500,salary,income,0.266,0
TXN00279,BIZ_001,2026-03-13,Raw material purchase,44200,raw_material,expense,1.292,0
TXN05623,BIZ_007,2026-03-13,App project payment,56200,salary,income,1.038,0
TXN08557,BIZ_009,2026-03-13,Vendor payment,24600,raw_material,expense,0.095,0
TXN04073,BIZ_005,2026-03-13,Doctor visit fee,995,healthcare,expense,0.127,0
TXN02006,BIZ_003,2026-03-13,Notion team,99,subscriptions,expense,1.376,0
TXN02005,BIZ_003,2026-03-13,advance rent to landlord,20900,rent,expense,0.362,0
TXN10289,BIZ_011,2026-03-13,bought raw materials from vendor,33700,raw_material,expense,0.549,0
TXN01508,BIZ_002,2026-03-13,Subway lunch,400,food,expense,0.418,0
TXN08733,BIZ_009,2026-03-13,supplier ko diya,19400,raw_material,expense,0.463,0
TXN10119,BIZ_011,2026-03-13,payroll,28800,salary,income,0.409,0
TXN10237,BIZ_011,2026-03-13,Email marketing tool,825,marketing,expense,0.745,0
TXN01993,BIZ_003,2026-03-13,Monthly payroll,8000,salary,income,1.507,0
TXN02992,BIZ_004,2026-03-13,Dominos pizza,290,food,expense,0.654,0
TXN10238,BIZ_011,2026-03-13,dawa kharidi,230,healthcare,expense,0.748,0
TXN02988,BIZ_004,2026-03-13,Nykaa products,1040,shopping,expense,0.295,0
TXN11068,BIZ_012,2026-03-13,business trip reimbursement,1110,travel,expense,0.748,0
TXN03089,BIZ_004,2026-03-13,lunch,570,food,expense,0.053,0
TXN05433,BIZ_006,2026-03-13,Part time worker salary,28100,salary,income,0.446,0
TXN03088,BIZ_004,2026-03-13,Amazon office supplies,4490,shopping,expense,1.287,0
TXN01982,BIZ_003,2026-03-13,Amazon office supplies,2170,shopping,expense,0.223,0
TXN08488,BIZ_009,2026-03-13,Banner printing,1860,marketing,expense,0.285,0
TXN00112,BIZ_001,2026-03-13,dinner,240,food,expense,0.761,0
TXN04056,BIZ_005,2026-03-13,medicne purchase,350,healthcare,expense,0.611,0
TXN11575,BIZ_012,2026-03-13,fuel for delivery van,57,transport,expense,0.997,0
TXN10407,BIZ_011,2026-03-13,cab,265,transport,expense,0.161,0
TXN11016,BIZ_012,2026-03-13,maitenance,375,misc,expense,0.222,0
TXN08496,BIZ_009,2026-03-13,Email marketing tool,4090,marketing,expense,0.706,0
TXN08513,BIZ_009,2026-03-13,ghar ka bill,3160,utilities,expense,1.5,0
TXN08771,BIZ_009,2026-03-13,electricty bill,1260,utilities,expense,0.645,0
TXN10239,BIZ_011,2026-03-13,Stock purchase,11600,raw_material,expense,1.015,0
TXN02993,BIZ_004,2026-03-13,Wholesale goods bought,35800,raw_material,expense,0.697,0
TXN11576,BIZ_012,2026-03-13,business trip reimbursement,3030,travel,expense,0.352,0
TXN02058,BIZ_003,2026-03-13,Generator diesel,990,utilities,expense,0.949,0
TXN05628,BIZ_007,2026-03-13,monthly rent for the shop,20600,rent,expense,0.323,0
TXN02974,BIZ_004,2026-03-13,Vendor payment,14800,raw_material,expense,0.788,0
TXN00110,BIZ_001,2026-03-13,restocked inventory for next month,40400,raw_material,expense,1.023,0
TXN05624,BIZ_007,2026-03-13,cleared outstanding vendor dues,30100,raw_material,expense,0.294,0
TXN00111,BIZ_001,2026-03-13,Bulk order material,16400,raw_material,expense,0.675,0
TXN08767,BIZ_009,2026-03-13,Office rent March,25900,rent,expense,1.008,0
TXN10349,BIZ_011,2026-03-13,Petrol refill at HP,385,transport,expense,0.321,0
TXN08525,BIZ_009,2026-03-13,utilties payment,2420,utilities,expense,0.665,0
TXN11018,BIZ_012,2026-03-13,Rapido bike ride,205,transport,expense,0.402,0
TXN08516,BIZ_009,2026-03-13,Co-working space fee,4000,rent,expense,1.823,0
TXN11017,BIZ_012,2026-03-13,Google Workspace,1080,subscriptions,expense,0.522,0
TXN08752,BIZ_009,2026-03-13,payroll,43000,salary,income,0.341,0
TXN01528,BIZ_002,2026-03-13,dukaan ka kiraya,23500,rent,expense,0.698,0
TXN05244,BIZ_006,2026-03-13,Udemy course purchase,870,education,expense,0.542,0
TXN07757,BIZ_009,2026-03-13,settled freelancer dues,41300,salary,income,0.251,0
TXN03337,BIZ_004,2026-03-13,Instagram promotion,1210,marketing,expense,0.574,0
TXN04883,BIZ_006,2026-03-13,course,1050,education,expense,0.346,0
TXN08140,BIZ_009,2026-03-13,vendor,45400,raw_material,expense,1.376,0
TXN04879,BIZ_006,2026-03-13,printing karwaya,665,misc,expense,0.317,0
TXN04878,BIZ_006,2026-03-13,Consultant fee paid,39000,salary,income,0.13,0
TXN08131,BIZ_009,2026-03-13,Stock purchase,10300,raw_material,expense,1.107,0
TXN03343,BIZ_004,2026-03-13,bought milk and bread from nearby store,2030,food,expense,3.083,1
TXN08127,BIZ_009,2026-03-13,Instagram promotion,875,marketing,expense,0.723,0
TXN03473,BIZ_004,2026-03-13,restocked inventory for next month,41100,raw_material,expense,1.072,0
TXN10877,BIZ_012,2026-03-13,gas connection recharge,1070,utilities,expense,0.859,0
TXN11611,BIZ_012,2026-03-13,Uber cab to airport,250,transport,expense,0.221,0
TXN03855,BIZ_005,2026-03-13,Health insurance premium,410,healthcare,expense,0.542,0
TXN08103,BIZ_009,2026-03-13,Upwork withdrawal,8000,salary,income,1.507,0
TXN04804,BIZ_006,2026-03-13,makaan malik ko diya,19500,rent,expense,0.181,0
TXN00479,BIZ_001,2026-03-13,utilties payment,2040,utilities,expense,0.236,0
TXN04787,BIZ_006,2026-03-13,misc,450,misc,expense,0.083,0
TXN04786,BIZ_006,2026-03-13,office rent,21800,rent,expense,0.478,0
TXN04785,BIZ_006,2026-03-13,Instagram promotion,2110,marketing,expense,0.174,0
TXN04784,BIZ_006,2026-03-13,Contract staff wages,64200,salary,income,1.46,0
TXN03362,BIZ_004,2026-03-13,Monthly payroll,63900,salary,income,1.444,0
TXN08094,BIZ_009,2026-03-13,Auto fare to station,185,transport,expense,0.483,0
TXN01717,BIZ_002,2026-03-13,Auto fare to station,190,transport,expense,0.463,0
TXN08114,BIZ_009,2026-03-13,Ola ride to client,135,transport,expense,0.683,0
TXN01718,BIZ_002,2026-03-13,received payment for last project,29600,salary,income,0.367,0
TXN04893,BIZ_006,2026-03-13,Printing cost,365,misc,expense,0.24,0
TXN08160,BIZ_009,2026-03-13,Inventory restock,30800,raw_material,expense,0.344,0
TXN04998,BIZ_006,2026-03-13,bought books for office library,3790,education,expense,2.638,1
TXN04967,BIZ_006,2026-03-13,advance rent to landlord,20200,rent,expense,0.271,0
TXN10647,BIZ_011,2026-03-13,routine health checkup,950,healthcare,expense,0.075,0
TXN10651,BIZ_011,2026-03-13,Dental checkup,210,healthcare,expense,0.771,0
TXN08182,BIZ_009,2026-03-13,Train ticket Mumbai,105,transport,expense,0.804,0
TXN08181,BIZ_009,2026-03-13,advance rent to landlord,23800,rent,expense,0.737,0
TXN00514,BIZ_001,2026-03-13,swiggy ordr,190,food,expense,0.869,0
TXN03312,BIZ_004,2026-03-13,Staples stationery,445,shopping,expense,0.567,0
TXN03479,BIZ_004,2026-03-13,Pamphlet distribution,640,marketing,expense,0.827,0
TXN01684,BIZ_002,2026-03-13,booked a cab for late night return,195,transport,expense,0.442,0
TXN10883,BIZ_012,2026-03-13,Monthly retainer received,35900,salary,income,0.034,0
TXN03946,BIZ_005,2026-03-13,Design project paid,55600,salary,income,1.006,0
TXN03478,BIZ_004,2026-03-13,Stock purchase,27100,raw_material,expense,0.082,0
TXN08162,BIZ_009,2026-03-13,shopping ki,760,shopping,expense,0.423,0
TXN03477,BIZ_004,2026-03-13,other,670,misc,expense,0.326,0
TXN10688,BIZ_011,2026-03-13,ola,455,transport,expense,0.602,0
TXN10689,BIZ_011,2026-03-13,Repair charges,250,misc,expense,0.454,0
TXN08161,BIZ_009,2026-03-13,Email marketing tool,1650,marketing,expense,0.378,0
TXN03476,BIZ_004,2026-03-13,Wholesale goods bought,4930,raw_material,expense,1.486,0
TXN03475,BIZ_004,2026-03-13,stock bharwaya,11500,raw_material,expense,1.022,0
TXN10694,BIZ_011,2026-03-13,Metro card recharge,340,transport,expense,0.14,0
TXN10695,BIZ_011,2026-03-13,Apollo pharmacy,470,healthcare,expense,0.473,0
TXN08163,BIZ_009,2026-03-13,boosted posts on social media,2930,marketing,expense,0.19,0
TXN01721,BIZ_002,2026-03-13,Office rent March,17200,rent,expense,0.117,0
TXN00357,BIZ_001,2026-03-13,Advance tax,86,misc,expense,0.758,0
TXN08065,BIZ_009,2026-03-13,maal kharida,220270,raw_material,expense,5.614,1
TXN10837,BIZ_012,2026-03-13,groceries,550,food,expense,0.096,0
TXN03414,BIZ_004,2026-03-13,Packaging material,10300,raw_material,expense,1.107,0
TXN04600,BIZ_006,2026-03-13,Monthly retainer received,46800,salary,income,0.541,0
TXN10821,BIZ_012,2026-03-13,trip,2470,travel,expense,0.467,0
TXN00410,BIZ_001,2026-03-13,salary,28000,salary,income,0.451,0
TXN01783,BIZ_002,2026-03-13,transpotation cost,2750,transport,expense,6.68,1
TXN01782,BIZ_002,2026-03-13,Content creation fee,4270,marketing,expense,0.786,0
TXN03869,BIZ_005,2026-03-13,Medicine purchase,615,healthcare,expense,0.308,0
TXN04569,BIZ_006,2026-03-13,kiraya diya,19000,rent,expense,0.116,0
TXN03426,BIZ_004,2026-03-13,salary,40100,salary,income,0.188,0
TXN04608,BIZ_006,2026-03-13,bijli ka bill,2500,utilities,expense,0.755,0
TXN03427,BIZ_004,2026-03-13,ads,1830,marketing,expense,0.298,0
TXN04564,BIZ_006,2026-03-13,Skill development course,1430,education,expense,0.068,0
TXN04551,BIZ_006,2026-03-13,Zoho CRM subscription,3800,subscriptions,expense,1.845,0
TXN04543,BIZ_006,2026-03-13,paid for skill upgrade training,640,education,expense,0.792,0
TXN04531,BIZ_006,2026-03-13,Client project payment received,35200,salary,income,0.071,0
TXN04530,BIZ_006,2026-03-13,books,1940,education,expense,0.623,0
TXN07978,BIZ_009,2026-03-13,Mobile accessories,1140,shopping,expense,0.249,0
TXN07936,BIZ_009,2026-03-13,bijli ka bill,1520,utilities,expense,0.351,0
TXN00389,BIZ_001,2026-03-13,bhojan ke liye paisa,1090,food,expense,1.064,0
TXN03439,BIZ_004,2026-03-13,transpotation cost,480,transport,expense,0.703,0
TXN07937,BIZ_009,2026-03-13,Commercial space rent,10000,rent,expense,1.048,0
TXN04568,BIZ_006,2026-03-13,course,2880,education,expense,1.647,0
TXN03409,BIZ_004,2026-03-13,bought supplies for the office,1070,shopping,expense,0.281,0
TXN04609,BIZ_006,2026-03-13,Educational software,1500,education,expense,0.144,0
TXN00418,BIZ_001,2026-03-13,Metro card recharge,400,transport,expense,0.381,0
TXN03905,BIZ_005,2026-03-13,Project milestone payment,65400,salary,income,1.523,0
TXN03904,BIZ_005,2026-03-13,office ka kiraya,9100,rent,expense,1.164,0
TXN04738,BIZ_006,2026-03-13,Swiggy dinner order,435,food,expense,0.343,0
TXN08039,BIZ_009,2026-03-13,ads,5460,marketing,expense,1.314,0
TXN01733,BIZ_002,2026-03-13,snacks liye,220,food,expense,0.804,0
TXN04716,BIZ_006,2026-03-13,Website development payment,29900,salary,income,0.351,0
TXN00447,BIZ_001,2026-03-13,internet,1780,utilities,expense,0.058,0
TXN04715,BIZ_006,2026-03-13,Warehouse rent,19600,rent,expense,0.193,0
TXN08026,BIZ_009,2026-03-13,Stock purchase,5400,raw_material,expense,1.453,0
TXN00426,BIZ_001,2026-03-13,Courier charges,410,misc,expense,0.157,0
TXN04682,BIZ_006,2026-03-13,Slack paid plan,415,subscriptions,expense,1.101,0
TXN04681,BIZ_006,2026-03-13,Staff salary payment,32700,salary,income,0.203,0
TXN04680,BIZ_006,2026-03-13,wifi router plan renewed,1710,utilities,expense,0.137,0
TXN08014,BIZ_009,2026-03-13,bought raw materials from vendor,14600,raw_material,expense,0.802,0
TXN03892,BIZ_005,2026-03-13,miscelanious,1420,misc,expense,1.718,0
TXN07880,BIZ_009,2026-03-13,stock bharwaya,46000,raw_material,expense,1.419,0
TXN04644,BIZ_006,2026-03-13,bought books for office library,330,education,expense,1.13,0
TXN00419,BIZ_001,2026-03-13,Part time worker salary,15400,salary,income,1.116,0
TXN07881,BIZ_009,2026-03-13,marketing,8190,marketing,expense,2.527,1
TXN03402,BIZ_004,2026-03-13,Facebook Ads payment,1790,marketing,expense,0.316,0
TXN01789,BIZ_002,2026-03-13,kiraya diya,6190,rent,expense,1.54,0
TXN10840,BIZ_012,2026-03-13,Google Workspace,710,subscriptions,expense,0.844,0
TXN04619,BIZ_006,2026-03-13,Consultant fee paid,37500,salary,income,0.05,0
TXN04999,BIZ_006,2026-03-13,office ka khana,140,food,expense,0.976,0
TXN03142,BIZ_004,2026-03-13,settled freelancer dues,35800,salary,income,0.039,0
TXN05000,BIZ_006,2026-03-13,settled freelancer dues,8000,salary,income,1.507,0
TXN10645,BIZ_011,2026-03-13,miscelanious,200,misc,expense,0.547,0
TXN07826,BIZ_009,2026-03-13,payroll,28300,salary,income,0.435,0
TXN07842,BIZ_009,2026-03-13,Cafe Coffee Day,710,food,expense,0.248,0
TXN04031,BIZ_005,2026-03-13,tax,225,misc,expense,0.5,0
TXN05268,BIZ_006,2026-03-13,enrolled team in AWS certification,300,education,expense,1.162,0
TXN05267,BIZ_006,2026-03-13,light bill diya,1680,utilities,expense,0.17,0
TXN05266,BIZ_006,2026-03-13,boosted posts on social media,1100,marketing,expense,0.623,0
TXN05265,BIZ_006,2026-03-13,dukaan ka kiraya,21200,rent,expense,0.4,0
TXN03506,BIZ_004,2026-03-13,SEO work for website,2840,marketing,expense,0.15,0
TXN03198,BIZ_004,2026-03-13,Influencer collaboration,960,marketing,expense,0.685,0
TXN03199,BIZ_004,2026-03-13,Project milestone payment,64900,salary,income,1.497,0
TXN07820,BIZ_009,2026-03-13,restocked inventory for next month,35000,raw_material,expense,0.641,0
TXN03505,BIZ_004,2026-03-13,flipkart,645,shopping,expense,0.476,0
TXN03203,BIZ_004,2026-03-13,cheezein kharidi,1640,shopping,expense,0.02,0
TXN08377,BIZ_009,2026-03-13,Jio prepaid 299,2450,utilities,expense,0.699,0
TXN08373,BIZ_009,2026-03-13,wifi router plan renewed,875,utilities,expense,1.079,0
TXN03209,BIZ_004,2026-03-13,Laptop stand,490,shopping,expense,0.547,0
TXN03210,BIZ_004,2026-03-13,charges,50,misc,expense,0.825,0
TXN05200,BIZ_006,2026-03-13,flipkart,580,shopping,expense,0.506,0
TXN03986,BIZ_005,2026-03-13,Bulk order material,55000,raw_material,expense,2.056,0
TXN03985,BIZ_005,2026-03-13,other,1820,misc,expense,2.461,0
TXN03216,BIZ_004,2026-03-13,salary,8000,salary,income,1.507,0
TXN03217,BIZ_004,2026-03-13,payment received,47500,salary,income,0.578,0
TXN08380,BIZ_009,2026-03-13,Auto fare to station,295,transport,expense,0.041,0
TXN03218,BIZ_004,2026-03-13,advance rent to landlord,21800,rent,expense,0.478,0
TXN05290,BIZ_006,2026-03-13,light bill diya,2550,utilities,expense,0.811,0
TXN05292,BIZ_006,2026-03-13,paid for the warehouse space this month,35400,rent,expense,2.236,0
TXN03147,BIZ_004,2026-03-13,misc,810,misc,expense,0.586,0
TXN05400,BIZ_006,2026-03-13,internet ka bill,2680,utilities,expense,0.958,0
TXN05399,BIZ_006,2026-03-13,course kiya online,640,education,expense,0.792,0
TXN00561,BIZ_001,2026-03-13,inventory,2000,raw_material,expense,1.694,0
TXN03154,BIZ_004,2026-03-13,shopping,940,shopping,expense,0.34,0
TXN05366,BIZ_006,2026-03-13,ofice rent,26200,rent,expense,1.047,0
TXN05365,BIZ_006,2026-03-13,cloud storage renewal,3100,subscriptions,expense,1.236,0
TXN07779,BIZ_009,2026-03-13,chai aur nashta,455,food,expense,0.3,0
TXN05349,BIZ_006,2026-03-13,Upwork withdrawal,8000,salary,income,1.507,0
TXN04038,BIZ_005,2026-03-13,Warehouse rent,12200,rent,expense,0.763,0
TXN05291,BIZ_006,2026-03-13,Warehouse rent,11600,rent,expense,0.841,0
TXN07798,BIZ_009,2026-03-13,salary,35200,salary,income,0.071,0
TXN07806,BIZ_009,2026-03-13,new equipment from online store,850,shopping,expense,0.382,0
TXN10932,BIZ_012,2026-03-13,Team outing Goa,1700,entertainment,expense,1.814,0
TXN07809,BIZ_009,2026-03-13,stock bharwaya,28400,raw_material,expense,0.174,0
TXN03175,BIZ_004,2026-03-13,paid supplier for bulk order,7200,raw_material,expense,1.326,0
