transaction_id,business_id,user_id,date,day_of_week,description,amount,type,category,balance_after_transaction
TXN08665,BIZ_009,U033,2026-03-10,Tuesday,Myntra uniforms,2590,expense,shopping,-1491
TXN08666,BIZ_009,U035,2026-03-10,Tuesday,inventory,42500,expense,raw_material,-316
TXN08667,BIZ_009,U033,2026-03-10,Tuesday,SEO service payment,2570,expense,marketing,-2124
TXN08668,BIZ_009,U031,2026-03-10,Tuesday,office rent,18700,expense,rent,-3616
TXN08644,BIZ_009,U032,2026-03-10,Tuesday,Inventory restock,41100,expense,raw_material,-4176
TXN03026,BIZ_004,U015,2026-03-10,Tuesday,Office chair Amazon,1020,expense,shopping,-4608
TXN10916,BIZ_012,U044,2026-03-10,Tuesday,Commercial space rent,26000,expense,rent,131054
TXN03153,BIZ_004,U014,2026-03-10,Tuesday,Bulk order material,30000,expense,raw_material,-226
TXN08495,BIZ_009,U035,2026-03-10,Tuesday,stock,31600,expense,raw_material,-4748
TXN05448,BIZ_006,U019,2026-03-10,Tuesday,Monthly retainer received,8000,income,salary,4910838
TXN05449,BIZ_006,U020,2026-03-10,Tuesday,padhai ke liye kharcha,775,expense,education,4910063
TXN10481,BIZ_011,U040,2026-03-10,Tuesday,petrol bharwaya,150,expense,transport,-2516
TXN05450,BIZ_006,U020,2026-03-10,Tuesday,shopping,165,expense,shopping,4909898
TXN01580,BIZ_002,U004,2026-03-10,Tuesday,Freelancer payment,58500,income,salary,3804722
TXN05451,BIZ_006,U019,2026-03-10,Tuesday,rentt payment,20100,expense,rent,4889798
TXN03124,BIZ_004,U015,2026-03-10,Tuesday,random office expenses this week,995,expense,misc,-1885
TXN08534,BIZ_009,U031,2026-03-10,Tuesday,Vi mobile bill,1410,expense,utilities,-4348
TXN03123,BIZ_004,U013,2026-03-10,Tuesday,cleared outstanding vendor dues,14400,expense,raw_material,-3216
TXN10902,BIZ_012,U045,2026-03-10,Tuesday,hotel,630,expense,travel,70284
TXN03122,BIZ_004,U013,2026-03-10,Tuesday,SEO work for website,2330,expense,marketing,-4664
TXN05462,BIZ_006,U019,2026-03-10,Tuesday,Payment from ABC Corp,9450,income,salary,4850588
TXN10455,BIZ_011,U042,2026-03-10,Tuesday,Rapido bike ride,810,expense,transport,-4052
TXN05463,BIZ_006,U018,2026-03-10,Tuesday,wages,47400,income,salary,4897988
TXN01569,BIZ_002,U006,2026-03-10,Tuesday,maintanence charge,2310,expense,utilities,3725856
TXN05467,BIZ_006,U018,2026-03-10,Tuesday,ofice rent,20900,expense,rent,4862043
TXN05468,BIZ_006,U018,2026-03-10,Tuesday,Instagram promotion,3320,expense,marketing,4858723
TXN05483,BIZ_006,U021,2026-03-10,Tuesday,kaam ka paisa mila,47800,income,salary,4916353
TXN05484,BIZ_006,U018,2026-03-10,Tuesday,cloud storage renewal,1100,expense,subscriptions,4915253
TXN05485,BIZ_006,U019,2026-03-10,Tuesday,payment received,62200,income,salary,4977453
TXN01978,BIZ_003,U011,2026-03-10,Tuesday,rentt payment,23100,expense,rent,545207
TXN03121,BIZ_004,U014,2026-03-10,Tuesday,Instagram promotion,1230,expense,marketing,-3152
TXN07431,BIZ_008,U028,2026-03-10,Tuesday,ghar ka ration,205,expense,food,-3047
TXN03015,BIZ_004,U014,2026-03-10,Tuesday,Auto fare to station,490,expense,transport,-615
TXN00673,BIZ_001,U002,2026-03-10,Tuesday,electricity,2200,expense,utilities,-3789
TXN03886,BIZ_005,U017,2026-03-10,Tuesday,Health insurance premium,770,expense,healthcare,-3758
TXN08429,BIZ_009,U032,2026-03-10,Tuesday,light bill diya,200,expense,utilities,-3012
TXN08428,BIZ_009,U033,2026-03-10,Tuesday,stationary purchase,3830,expense,shopping,-3187
TXN08427,BIZ_009,U032,2026-03-10,Tuesday,marketing,1490,expense,marketing,-1650
TXN03944,BIZ_005,U017,2026-03-10,Tuesday,material,9150,expense,raw_material,-1237
TXN01963,BIZ_003,U012,2026-03-10,Tuesday,ordered new chairs for team,1650,expense,shopping,605957
TXN07701,BIZ_009,U035,2026-03-10,Tuesday,Raw material purchase,40400,expense,raw_material,-2063
TXN07537,BIZ_008,U029,2026-03-10,Tuesday,courier for sending documents,155,expense,misc,-3537
TXN07733,BIZ_009,U034,2026-03-10,Tuesday,petrol refill at petorl pump,51,expense,transport,-4380
TXN07515,BIZ_008,U029,2026-03-10,Tuesday,kiraya,5720,expense,rent,-2889
TXN08430,BIZ_009,U032,2026-03-10,Tuesday,BSES electricity bill,2270,expense,utilities,-2762
TXN07509,BIZ_008,U028,2026-03-10,Tuesday,Freelancer payment,46700,income,salary,-3474
TXN07465,BIZ_008,U029,2026-03-10,Tuesday,lunch,800,expense,food,128948
TXN07459,BIZ_008,U029,2026-03-10,Tuesday,payment aayi client se,53000,income,salary,161908
TXN07458,BIZ_008,U030,2026-03-10,Tuesday,SEO service payment,620,expense,marketing,108908
TXN02138,BIZ_003,U009,2026-03-10,Tuesday,ads,2000,expense,marketing,800190
TXN02208,BIZ_003,U008,2026-03-10,Tuesday,Dropbox business,495,expense,subscriptions,1093630
TXN02140,BIZ_003,U012,2026-03-10,Tuesday,salary diya staff ko,40600,income,salary,891690
TXN02141,BIZ_003,U012,2026-03-10,Tuesday,Figma team plan,2040,expense,subscriptions,889650
TXN07440,BIZ_008,U028,2026-03-10,Tuesday,Blinkit instant order,285,expense,food,87113
TXN07439,BIZ_008,U029,2026-03-10,Tuesday,payment received,26600,income,salary,87398
TXN07749,BIZ_009,U034,2026-03-10,Tuesday,shopping,480,expense,shopping,-454
TXN07508,BIZ_008,U029,2026-03-10,Tuesday,zomatto food,185,expense,food,-1739
TXN10208,BIZ_011,U040,2026-03-10,Tuesday,Stock purchase,16000,expense,raw_material,-1051
TXN08748,BIZ_009,U033,2026-03-10,Tuesday,Raw material purchase,37800,expense,raw_material,-3370
TXN01501,BIZ_002,U007,2026-03-10,Tuesday,Metro card recharge,450,expense,transport,3348188
TXN00679,BIZ_001,U001,2026-03-10,Tuesday,went out with client for dinner,275,expense,food,-365
TXN08697,BIZ_009,U032,2026-03-10,Tuesday,Google Ads campaign,635,expense,marketing,-4318
TXN01525,BIZ_002,U007,2026-03-10,Tuesday,gas bill,530,expense,utilities,3608672
TXN08698,BIZ_009,U032,2026-03-10,Tuesday,cleared outstanding vendor dues,23900,expense,raw_material,-580
TXN08699,BIZ_009,U032,2026-03-10,Tuesday,BSNL landline,1700,expense,utilities,-2159
TXN10124,BIZ_011,U039,2026-03-10,Tuesday,hosptial bill,290,expense,healthcare,-2715
TXN08449,BIZ_009,U034,2026-03-10,Tuesday,Ola ride to client,440,expense,transport,-4624
TXN00695,BIZ_001,U001,2026-03-10,Tuesday,Bank charges,360,expense,misc,-3135
TXN10106,BIZ_011,U041,2026-03-10,Tuesday,Cafe Coffee Day,345,expense,food,-1449
TXN10105,BIZ_011,U041,2026-03-10,Tuesday,hospital,270,expense,healthcare,-617
TXN02069,BIZ_003,U012,2026-03-10,Tuesday,team collaboration tool subscription,99,expense,subscriptions,781935
TXN05621,BIZ_007,U024,2026-03-10,Tuesday,team outing cab booking,355,expense,transport,96722
TXN07674,BIZ_009,U031,2026-03-10,Tuesday,ghar ka ration,270,expense,food,-287
TXN00707,BIZ_001,U001,2026-03-10,Tuesday,Subway lunch,385,expense,food,-948
TXN02960,BIZ_004,U015,2026-03-10,Tuesday,Nykaa products,1480,expense,shopping,91260
TXN08438,BIZ_009,U035,2026-03-10,Tuesday,rentt payment,15700,expense,rent,-3618
TXN08437,BIZ_009,U033,2026-03-10,Tuesday,Google Ads campaign,3160,expense,marketing,-2070
TXN05682,BIZ_007,U022,2026-03-10,Tuesday,Invoice #1023 credited,42600,income,salary,-403
TXN05683,BIZ_007,U022,2026-03-10,Tuesday,Client project payment received,18300,income,salary,-4987
TXN05700,BIZ_007,U025,2026-03-10,Tuesday,Client project payment received,21700,income,salary,-1493
TXN02067,BIZ_003,U011,2026-03-10,Tuesday,Canva Pro,1120,expense,subscriptions,783804
TXN02068,BIZ_003,U011,2026-03-10,Tuesday,Google Workspace,1770,expense,subscriptions,782034
TXN02053,BIZ_003,U009,2026-03-10,Tuesday,Myntra uniforms,2140,expense,shopping,672148
TXN05032,BIZ_006,U020,2026-03-10,Tuesday,Commercial space rent,29500,expense,rent,2967866
TXN01352,BIZ_002,U007,2026-03-10,Tuesday,travell expense,64,expense,transport,2287722
TXN03295,BIZ_004,U015,2026-03-10,Tuesday,ran ads campaign this month,3600,expense,marketing,-4295
TXN00208,BIZ_001,U003,2026-03-10,Tuesday,Rapido bike ride,58,expense,transport,-113
TXN09248,BIZ_010,U038,2026-03-10,Tuesday,ordered food for working late,335,expense,food,1033950
TXN09249,BIZ_010,U037,2026-03-10,Tuesday,Canva Pro,1100,expense,subscriptions,1032850
TXN00207,BIZ_001,U003,2026-03-10,Tuesday,grocrey from dmart,485,expense,food,-930
TXN11328,BIZ_012,U043,2026-03-10,Tuesday,snacks liye,285,expense,food,1393984
TXN11351,BIZ_012,U043,2026-03-10,Tuesday,Airbnb stay Pune,1310,expense,travel,1340034
TXN00158,BIZ_001,U001,2026-03-10,Tuesday,Invoice #1023 credited,67600,income,salary,-4851
TXN00157,BIZ_001,U002,2026-03-10,Tuesday,Ola ride to client,730,expense,transport,-4139
TXN02426,BIZ_003,U010,2026-03-10,Tuesday,Udemy course purchase,1020,expense,education,1793209
TXN08087,BIZ_009,U034,2026-03-10,Tuesday,Shop rental payment,29500,expense,rent,-1991
TXN08086,BIZ_009,U033,2026-03-10,Tuesday,cleared rent dues,13700,expense,rent,-2419
TXN00156,BIZ_001,U001,2026-03-10,Tuesday,SEO work for website,2280,expense,marketing,-570
TXN11538,BIZ_012,U045,2026-03-10,Tuesday,booked flights for client meeting,11200,expense,travel,1780964
TXN11537,BIZ_012,U044,2026-03-10,Tuesday,boosted posts on social media,1380,expense,marketing,1792164
TXN06321,BIZ_007,U024,2026-03-10,Tuesday,Raw material purchase,2000,expense,raw_material,-2684
TXN06322,BIZ_007,U024,2026-03-10,Tuesday,maal kharida,35100,expense,raw_material,-2228
TXN11409,BIZ_012,U044,2026-03-10,Tuesday,Flight ticket Bangalore,2360,expense,travel,1639008
TXN06323,BIZ_007,U026,2026-03-10,Tuesday,Inventory restock,19400,expense,raw_material,-1292
TXN01191,BIZ_002,U004,2026-03-10,Tuesday,auto,57,expense,transport,1632554
TXN00393,BIZ_001,U001,2026-03-10,Tuesday,chai aur nashta,540,expense,food,-3227
TXN11513,BIZ_012,U044,2026-03-10,Tuesday,Amazon Prime renewal,210,expense,entertainment,1739108
TXN09304,BIZ_010,U037,2026-03-10,Tuesday,workshop,1060,expense,education,1314743
TXN11512,BIZ_012,U045,2026-03-10,Tuesday,Design project paid,14700,income,salary,1739318
TXN00213,BIZ_001,U003,2026-03-10,Tuesday,material,46900,expense,raw_material,-3002
TXN08088,BIZ_009,U031,2026-03-10,Tuesday,supplier ko diya,41900,expense,raw_material,-1863
TXN09234,BIZ_010,U038,2026-03-10,Tuesday,annual renewal,3610,expense,subscriptions,990820
TXN09233,BIZ_010,U037,2026-03-10,Tuesday,electricity,2010,expense,utilities,994430
TXN00976,BIZ_002,U007,2026-03-10,Tuesday,electricty bill,1630,expense,utilities,669230
TXN00977,BIZ_002,U004,2026-03-10,Tuesday,groceries,130,expense,food,669100
TXN04703,BIZ_006,U020,2026-03-10,Tuesday,cleared rent dues,10100,expense,rent,1905608
TXN02705,BIZ_003,U008,2026-03-10,Tuesday,Google Workspace,1760,expense,subscriptions,2633690
TXN08101,BIZ_009,U032,2026-03-10,Tuesday,paid supplier for bulk order,47900,expense,raw_material,-1722
TXN09163,BIZ_010,U037,2026-03-10,Tuesday,Training workshop fee,785,expense,education,580183
TXN10639,BIZ_011,U039,2026-03-10,Tuesday,Raw material purchase,2000,expense,raw_material,-4556
TXN01233,BIZ_002,U007,2026-03-10,Tuesday,Auto fare to station,160,expense,transport,1920394
TXN04598,BIZ_006,U021,2026-03-10,Tuesday,Consulting fee received,46000,income,salary,1411182
TXN02679,BIZ_003,U008,2026-03-10,Tuesday,cheezein kharidi,3970,expense,shopping,2579795
TXN02678,BIZ_003,U010,2026-03-10,Tuesday,Airbnb stay Pune,2750,expense,travel,2583765
TXN08079,BIZ_009,U031,2026-03-10,Tuesday,Consultant fee paid,80500,income,salary,-2318
TXN06297,BIZ_007,U027,2026-03-10,Tuesday,misc,435,expense,misc,-4412
TXN02406,BIZ_003,U009,2026-03-10,Tuesday,Staff training program,1240,expense,education,1797023
TXN02407,BIZ_003,U008,2026-03-10,Tuesday,saas subscription,2110,expense,subscriptions,1794913
TXN06299,BIZ_007,U025,2026-03-10,Tuesday,bijli ka bill,385,expense,utilities,-2905
TXN04522,BIZ_006,U021,2026-03-10,Tuesday,Nykaa products,220,expense,shopping,1020847
TXN08092,BIZ_009,U033,2026-03-10,Tuesday,paid for the warehouse space this month,29200,expense,rent,-2344
TXN06320,BIZ_007,U022,2026-03-10,Tuesday,Staff salary payment,68400,income,salary,-296
TXN11226,BIZ_012,U045,2026-03-10,Tuesday,ghar ka ration,350,expense,food,1014116
TXN08089,BIZ_009,U033,2026-03-10,Tuesday,Invoice #1023 credited,43400,income,salary,-1811
TXN00394,BIZ_001,U003,2026-03-10,Tuesday,petty cash for small purchases,305,expense,misc,-1755
TXN09231,BIZ_010,U036,2026-03-10,Tuesday,team collaboration tool subscription,99,expense,subscriptions,997050
TXN09232,BIZ_010,U036,2026-03-10,Tuesday,course,610,expense,education,996440
TXN06298,BIZ_007,U025,2026-03-10,Tuesday,maal kharida,17300,expense,raw_material,-4130
TXN00975,BIZ_002,U007,2026-03-10,Tuesday,Toll plaza charge,840,expense,transport,670860
TXN08078,BIZ_009,U035,2026-03-10,Tuesday,office rent,27300,expense,rent,-1948
TXN04521,BIZ_006,U021,2026-03-10,Tuesday,App project payment,27800,income,salary,1021067
TXN06748,BIZ_007,U026,2026-03-10,Tuesday,Office maintenance,290,expense,misc,-4528
TXN06747,BIZ_007,U023,2026-03-10,Tuesday,metro card bharwaya,240,expense,transport,-4609
TXN06734,BIZ_007,U023,2026-03-10,Tuesday,InDrive cab,290,expense,transport,-529
TXN06676,BIZ_007,U026,2026-03-10,Tuesday,Part time worker salary,19000,income,salary,-1614
TXN00372,BIZ_001,U002,2026-03-10,Tuesday,light bill diya,1750,expense,utilities,-2655
TXN08010,BIZ_009,U035,2026-03-10,Tuesday,paid the light bill online,2060,expense,utilities,-3541
TXN08009,BIZ_009,U034,2026-03-10,Tuesday,Office maintenance,255,expense,misc,-4500
TXN06600,BIZ_007,U026,2026-03-10,Tuesday,cab,150,expense,transport,-1822
TXN07884,BIZ_009,U032,2026-03-10,Tuesday,Auto fare to station,35,expense,transport,-2172
TXN07885,BIZ_009,U031,2026-03-10,Tuesday,co-working subscription,21800,expense,rent,-2265
TXN01752,BIZ_002,U007,2026-03-10,Tuesday,payment received,55600,income,salary,4526411
TXN06568,BIZ_007,U026,2026-03-10,Tuesday,bijli ka bill,2600,expense,utilities,-1769
TXN06567,BIZ_007,U027,2026-03-10,Tuesday,bought raw materials from vendor,12800,expense,raw_material,-3006
TXN06566,BIZ_007,U027,2026-03-10,Tuesday,Uber cab to airport,340,expense,transport,-2114
TXN01781,BIZ_002,U007,2026-03-10,Tuesday,Courier charges,50,expense,misc,4579217
TXN06543,BIZ_007,U026,2026-03-10,Tuesday,business trip reimbursement,6040,expense,travel,-1021
TXN06542,BIZ_007,U022,2026-03-10,Tuesday,paid supplier for bulk order,45200,expense,raw_material,-4950
TXN01123,BIZ_002,U005,2026-03-10,Tuesday,office ka kiraya,12400,expense,rent,1351796
TXN01122,BIZ_002,U007,2026-03-10,Tuesday,bank fees for the month,340,expense,misc,1364196
TXN07919,BIZ_009,U031,2026-03-10,Tuesday,transpotation cost,265,expense,transport,-991
TXN02581,BIZ_003,U012,2026-03-10,Tuesday,chai,800,expense,food,2344582
TXN02582,BIZ_003,U010,2026-03-10,Tuesday,Client project payment received,33400,income,salary,2377982
TXN07941,BIZ_009,U034,2026-03-10,Tuesday,Meesho order,680,expense,shopping,-1242
TXN10830,BIZ_012,U045,2026-03-10,Tuesday,Business trip Chennai,2420,expense,travel,-2161
TXN08020,BIZ_009,U035,2026-03-10,Tuesday,ordered food for working late,685,expense,food,-3129
TXN06760,BIZ_007,U025,2026-03-10,Tuesday,monthly rent for the shop,12100,expense,rent,-3928
TXN06761,BIZ_007,U023,2026-03-10,Tuesday,anay kharcha,160,expense,misc,-3347
TXN04520,BIZ_006,U021,2026-03-10,Tuesday,Slack paid plan,850,expense,subscriptions,993267
TXN04519,BIZ_006,U018,2026-03-10,Tuesday,Content creation fee,2420,expense,marketing,994117
TXN01180,BIZ_002,U004,2026-03-10,Tuesday,Ola ride to client,510,expense,transport,1617031
TXN09523,BIZ_010,U036,2026-03-10,Tuesday,software plan,2910,expense,subscriptions,2126557
TXN06394,BIZ_007,U025,2026-03-10,Tuesday,shoping,695,expense,shopping,-646
TXN06423,BIZ_007,U025,2026-03-10,Tuesday,Bulk order material,3730,expense,raw_material,-4898
TXN06424,BIZ_007,U024,2026-03-10,Tuesday,Stock purchase,36500,expense,raw_material,-1614
TXN06425,BIZ_007,U023,2026-03-10,Tuesday,salary,60700,income,salary,-4932
TXN02455,BIZ_003,U010,2026-03-10,Tuesday,Influencer collaboration,4200,expense,marketing,1726389
TXN09330,BIZ_010,U036,2026-03-10,Tuesday,Instagram promotion,1500,expense,marketing,1435555
TXN06454,BIZ_007,U024,2026-03-10,Tuesday,gas connection recharge,2720,expense,utilities,-3989
TXN06347,BIZ_007,U022,2026-03-10,Tuesday,vendor,2000,expense,raw_material,-1677
TXN06455,BIZ_007,U027,2026-03-10,Tuesday,Packaging material,23700,expense,raw_material,-1394
TXN02608,BIZ_003,U011,2026-03-10,Tuesday,cloud storage renewal,3550,expense,subscriptions,2531053
TXN02463,BIZ_003,U008,2026-03-10,Tuesday,Design project paid,41600,income,salary,1755884
TXN10818,BIZ_012,U043,2026-03-10,Tuesday,SEO service payment,1320,expense,marketing,35179
TXN06473,BIZ_007,U027,2026-03-10,Tuesday,paid the light bill online,2640,expense,utilities,-412
TXN01160,BIZ_002,U007,2026-03-10,Tuesday,booked a cab for late night return,200,expense,transport,1514701
TXN04512,BIZ_006,U020,2026-03-10,Tuesday,Payment from ABC Corp,50200,income,salary,994957
TXN09377,BIZ_010,U038,2026-03-10,Tuesday,Office chair Amazon,5310,expense,shopping,1573378
TXN09378,BIZ_010,U036,2026-03-10,Tuesday,Udemy course purchase,3590,expense,education,1569788
TXN06517,BIZ_007,U023,2026-03-10,Tuesday,makaan malik ko diya,17400,expense,rent,-1993
TXN04511,BIZ_006,U019,2026-03-10,Tuesday,Monthly payroll,8000,income,salary,944757
TXN06765,BIZ_007,U024,2026-03-10,Tuesday,monthly rent for the shop,18500,expense,rent,-3071
TXN09334,BIZ_010,U037,2026-03-10,Tuesday,Trello Gold,1180,expense,subscriptions,1430930
TXN06208,BIZ_007,U027,2026-03-10,Tuesday,Packaging material,4010,expense,raw_material,-2162
TXN04643,BIZ_006,U021,2026-03-10,Tuesday,Staff salary payment,8000,income,salary,1543018
TXN01246,BIZ_002,U007,2026-03-10,Tuesday,rent paymnt,18200,expense,rent,1992014
TXN06941,BIZ_008,U030,2026-03-10,Tuesday,monthly salary credited to account,38600,income,salary,-877
TXN02321,BIZ_003,U009,2026-03-10,Tuesday,Project milestone payment,46200,income,salary,1506362
TXN04921,BIZ_006,U020,2026-03-10,Tuesday,Zoho CRM subscription,2490,expense,subscriptions,2432670
TXN09034,BIZ_010,U036,2026-03-10,Tuesday,Design project paid,8000,income,salary,223069
TXN08113,BIZ_009,U035,2026-03-10,Tuesday,bus,775,expense,transport,-2270
TXN09035,BIZ_010,U037,2026-03-10,Tuesday,Trello Gold,1910,expense,subscriptions,221159
TXN06924,BIZ_008,U030,2026-03-10,Tuesday,material,21100,expense,raw_material,-4778
TXN06897,BIZ_008,U029,2026-03-10,Tuesday,Raw material purchase,19100,expense,raw_material,-87
TXN09036,BIZ_010,U038,2026-03-10,Tuesday,Training workshop fee,1430,expense,education,219729
TXN02337,BIZ_003,U009,2026-03-10,Tuesday,Library subscription,750,expense,education,1553232
TXN04900,BIZ_006,U021,2026-03-10,Tuesday,snacks,420,expense,food,2308245
TXN10712,BIZ_011,U041,2026-03-10,Tuesday,paid supplier for bulk order,15000,expense,raw_material,-2136
TXN03331,BIZ_004,U015,2026-03-10,Tuesday,Project milestone payment,15600,income,salary,-1550
TXN04877,BIZ_006,U018,2026-03-10,Tuesday,paid for skill upgrade training,535,expense,education,2326295
TXN09054,BIZ_010,U037,2026-03-10,Tuesday,marketing,2770,expense,marketing,269219
TXN10890,BIZ_012,U044,2026-03-10,Tuesday,SEO work for website,1060,expense,marketing,128719
TXN03648,BIZ_004,U015,2026-03-10,Tuesday,Packaging material,28000,expense,raw_material,-3774
TXN04187,BIZ_005,U016,2026-03-10,Tuesday,gym fees for the month,375,expense,healthcare,-852
TXN04876,BIZ_006,U021,2026-03-10,Tuesday,Office rent March,20500,expense,rent,2326830
TXN04922,BIZ_006,U019,2026-03-10,Tuesday,Banner printing,4200,expense,marketing,2428470
TXN06999,BIZ_008,U029,2026-03-10,Tuesday,khana order kiya,460,expense,food,-3297
TXN07000,BIZ_008,U030,2026-03-10,Tuesday,paid the team for this month,43600,income,salary,-1874
TXN07001,BIZ_008,U028,2026-03-10,Tuesday,Inventory restock,30300,expense,raw_material,-1563
TXN05007,BIZ_006,U018,2026-03-10,Tuesday,bought books for office library,670,expense,education,2869000
TXN02252,BIZ_003,U012,2026-03-10,Tuesday,workshop,725,expense,education,1232795
TXN07091,BIZ_008,U030,2026-03-10,Tuesday,cab,455,expense,transport,-1077
TXN07090,BIZ_008,U030,2026-03-10,Tuesday,bought milk and bread from nearby store,1080,expense,food,-1918
TXN07071,BIZ_008,U030,2026-03-10,Tuesday,Petty cash withdrawal,315,expense,misc,-2725
TXN08202,BIZ_009,U031,2026-03-10,Tuesday,petrol bharwaya,180,expense,transport,-993
TXN08201,BIZ_009,U033,2026-03-10,Tuesday,paani ka bill,200,expense,utilities,-1597
TXN04964,BIZ_006,U020,2026-03-10,Tuesday,Project milestone payment,44100,income,salary,2622330
TXN07036,BIZ_008,U030,2026-03-10,Tuesday,grabbed a bite near office,280,expense,food,-2833
TXN09062,BIZ_010,U036,2026-03-10,Tuesday,Educational software,1420,expense,education,257279
TXN07035,BIZ_008,U029,2026-03-10,Tuesday,bought raw materials from vendor,35100,expense,raw_material,-4954
TXN07026,BIZ_008,U030,2026-03-10,Tuesday,bought raw materials from vendor,38400,expense,raw_material,-1872
TXN07025,BIZ_008,U029,2026-03-10,Tuesday,evening snacks for the office,1050,expense,food,-976
TXN02279,BIZ_003,U009,2026-03-10,Tuesday,Slack paid plan,1640,expense,subscriptions,1237525
TXN10670,BIZ_011,U041,2026-03-10,Tuesday,gym fees for the month,435,expense,healthcare,-1550
TXN10671,BIZ_011,U039,2026-03-10,Tuesday,Ola ride to client,215,expense,transport,-845
TXN07005,BIZ_008,U030,2026-03-10,Tuesday,chhote mote kharche,93,expense,misc,-4938
TXN07004,BIZ_008,U030,2026-03-10,Tuesday,Amazon office supplies,500,expense,shopping,-2928
TXN07003,BIZ_008,U030,2026-03-10,Tuesday,Big Basket groceries,225,expense,food,-3855
TXN07002,BIZ_008,U029,2026-03-10,Tuesday,Bulk order material,9670,expense,raw_material,-1110
TXN07031,BIZ_008,U029,2026-03-10,Tuesday,Cafe Coffee Day,320,expense,food,-1259
TXN09063,BIZ_010,U036,2026-03-10,Tuesday,monthly rent for the shop,25100,expense,rent,232179
TXN04901,BIZ_006,U020,2026-03-10,Tuesday,online course for new tool,1230,expense,education,2307015
TXN04138,BIZ_005,U017,2026-03-10,Tuesday,routine health checkup,690,expense,healthcare,-3338
TXN00949,BIZ_002,U006,2026-03-10,Tuesday,booked a cab for late night return,500,expense,transport,523776
TXN10859,BIZ_012,U044,2026-03-10,Tuesday,Office maintenance,275,expense,misc,-1018
TXN09104,BIZ_010,U038,2026-03-10,Tuesday,repair,415,expense,misc,297868
TXN09109,BIZ_010,U037,2026-03-10,Tuesday,Online certification,820,expense,education,360063
TXN09110,BIZ_010,U038,2026-03-10,Tuesday,payroll,49300,income,salary,409363
TXN09111,BIZ_010,U036,2026-03-10,Tuesday,Microsoft 365,390,expense,subscriptions,408973
TXN04825,BIZ_006,U018,2026-03-10,Tuesday,Educational software,1200,expense,education,2137128
TXN10860,BIZ_012,U043,2026-03-10,Tuesday,team offsite accommodation,2120,expense,travel,-480
TXN09118,BIZ_010,U036,2026-03-10,Tuesday,anay kharcha,1100,expense,misc,461223
TXN01255,BIZ_002,U005,2026-03-10,Tuesday,Water bill MCGM,3140,expense,utilities,2055104
TXN06129,BIZ_007,U026,2026-03-10,Tuesday,auto se gaya,62,expense,transport,-3295
TXN06150,BIZ_007,U027,2026-03-10,Tuesday,Monthly office space,25300,expense,rent,-1434
TXN02728,BIZ_003,U010,2026-03-10,Tuesday,bijli ka bill,745,expense,utilities,2646245
TXN04783,BIZ_006,U018,2026-03-10,Tuesday,Commercial space rent,16500,expense,rent,1927533
TXN04737,BIZ_006,U018,2026-03-10,Tuesday,monthly SaaS charges,3070,expense,subscriptions,1877693
TXN06169,BIZ_007,U027,2026-03-10,Tuesday,Packaging material,33500,expense,raw_material,-4172
TXN09119,BIZ_010,U038,2026-03-10,Tuesday,Conference travel Delhi,2270,expense,travel,458953
TXN11220,BIZ_012,U045,2026-03-10,Tuesday,Generator diesel,3490,expense,utilities,1041640
TXN03137,BIZ_004,U014,2026-03-10,Tuesday,cheezein kharidi,100,expense,shopping,-1706
TXN03684,BIZ_004,U015,2026-03-10,Tuesday,marketing,2820,expense,marketing,-3888
TXN04128,BIZ_005,U016,2026-03-10,Tuesday,tax,450,expense,misc,-1514
TXN10861,BIZ_012,U044,2026-03-10,Tuesday,MakeMyTrip package,8920,expense,travel,-2536
TXN04130,BIZ_005,U016,2026-03-10,Tuesday,Freelancer payment,48800,income,salary,-1980
TXN04129,BIZ_005,U016,2026-03-10,Tuesday,monthly rent for the shop,4000,expense,rent,-4713
TXN02352,BIZ_003,U012,2026-03-10,Tuesday,saman kharida,410,expense,shopping,1497782
TXN00491,BIZ_001,U003,2026-03-10,Tuesday,auto,240,expense,transport,-3442
TXN10865,BIZ_012,U044,2026-03-10,Tuesday,travel,3290,expense,travel,10692
TXN07734,BIZ_009,U034,2026-03-11,Wednesday,team outing cab booking,355,expense,transport,-493
TXN07891,BIZ_009,U034,2026-03-11,Wednesday,Vendor payment,35400,expense,raw_material,-1403
TXN05104,BIZ_006,U020,2026-03-11,Wednesday,bought books for office library,1250,expense,education,3258779
TXN07857,BIZ_009,U034,2026-03-11,Wednesday,stock,12000,expense,raw_material,-1672
TXN05105,BIZ_006,U018,2026-03-11,Wednesday,Studio rent payment,4000,expense,rent,3254779
TXN03377,BIZ_004,U013,2026-03-11,Wednesday,restocked inventory for next month,2000,expense,raw_material,-2686
TXN05272,BIZ_006,U020,2026-03-11,Wednesday,ghar ka bill,2420,expense,utilities,4185682
TXN07680,BIZ_009,U033,2026-03-11,Wednesday,Raw material purchase,23400,expense,raw_material,-920
TXN03451,BIZ_004,U013,2026-03-11,Wednesday,shoping,865,expense,shopping,-4780
TXN04965,BIZ_006,U019,2026-03-11,Wednesday,course,5540,expense,education,2616790
TXN05357,BIZ_006,U020,2026-03-11,Wednesday,ads,1540,expense,marketing,4588133
TXN01979,BIZ_003,U009,2026-03-11,Wednesday,Travel insurance,2230,expense,travel,542977
TXN05100,BIZ_006,U018,2026-03-11,Wednesday,GST payment,1080,expense,misc,3264209
